LOG_ID,BDD,USUARIO,IP,PID,FECHA_1,HORA_1,FECHA_Y_HORA,COMANDO,DURACION,RESULTADO,VALOR_HORA,VALOR_DURACION,outlier
1,prueba,cesar,192.168.1.62,11452,2020-11-25,12:26:31.261,2020-11-25 12:26:31,SELECT,4.084,OK,0.15957089663845425,0.4176296144800082,0
2,prueba,cesar,192.168.1.62,11452,2020-11-25,12:26:31.337,2020-11-25 12:26:31,SELECT,0.938,OK,0.15957275155774775,0.09591982820329277,0
3,prueba,cesar,192.168.1.62,11452,2020-11-25,12:27:31.367,2020-11-25 12:27:31,SELECT,0.725,OK,0.16103789373133204,0.07413845996523162,0
4,prueba,cesar,192.168.1.62,11452,2020-11-25,12:27:31.396,2020-11-25 12:27:31,idle,0.0,OK,0.16103860152948346,0.0,0
5,prueba,cesar,192.168.1.62,11454,2020-11-25,12:27:31.397,2020-11-25 12:27:31,,0.0,OK,0.16103862593631624,0.0,0
6,prueba,cesar,192.168.1.62,11454,2020-11-25,12:27:31.473,2020-11-25 12:27:31,authentication,0.0,OK,0.16104048085560996,0.0,0
7,prueba,cesar,192.168.1.62,11454,2020-11-25,12:28:31.504,2020-11-25 12:28:31,SET,0.223,OK,0.1625056474360268,0.022803967685857452,0
8,prueba,cesar,192.168.1.62,11454,2020-11-25,12:28:31.536,2020-11-25 12:28:31,SELECT,1.683,OK,0.16250642845467678,0.172103487064117,0
9,prueba,cesar,192.168.1.62,11454,2020-11-25,12:28:31.568,2020-11-25 12:28:31,SELECT,2.758,OK,0.16250720947332653,0.28203292770221905,0
10,prueba,cesar,192.168.1.62,12587,2020-11-25,12:28:35.311,2020-11-25 12:28:35,SELECT,2.092,OK,0.16259856424853447,0.2139278044789856,0
11,prueba,cesar,192.168.1.62,12587,2020-11-25,12:29:35.342,2020-11-25 12:29:35,SELECT,3.131,OK,0.16406373082895154,0.320175887105021,1
12,prueba,cesar,192.168.1.62,12587,2020-11-25,12:29:35.418,2020-11-25 12:29:35,SELECT,0.889,OK,0.16406558574824504,0.09090909090909091,0
13,prueba,cesar,192.168.1.62,12587,2020-11-25,12:29:35.462,2020-11-25 12:29:35,SELECT,0.658,OK,0.16406665964888856,0.06728704366499642,0
14,prueba,cesar,192.168.1.62,12587,2020-11-25,12:29:35.493,2020-11-25 12:29:35,idle,0.0,OK,0.16406741626070576,0.0,0
15,prueba,cesar,192.168.1.62,12588,2020-11-25,12:30:35.551,2020-11-25 12:30:35,,0.0,OK,0.16553324182560847,0.0,0
16,prueba,cesar,192.168.1.62,12588,2020-11-25,12:30:35.629,2020-11-25 12:30:35,authentication,0.0,OK,0.16553514555856774,0.0,0
17,prueba,cesar,192.168.1.62,11452,2020-11-25,12:30:31.102,2020-11-25 14:26:31,,0.0,OK,0.16542465582643706,0.0,0
18,prueba,cesar,192.168.1.62,11449,2020-11-25,12:30:31.107,2020-11-25 12:30:30,idle,0.0,OK,0.16542477786060095,0.0,0
19,prueba,cesar,192.168.1.62,11452,2020-11-25,12:31:31.166,2020-11-25 12:31:31,authentication,0.0,OK,0.16689062783233666,0.0,0
20,prueba,cesar,192.168.1.62,11452,2020-11-25,12:31:31.196,2020-11-25 12:31:31,SET,0.18,OK,0.16689136003732108,0.018406790060333366,0
21,prueba,cesar,192.168.1.62,11452,2020-11-25,12:31:31.229,2020-11-25 12:31:31,SELECT,2.095,OK,0.1668921654628036,0.2142345843133245,0
22,prueba,cesar,192.168.1.62,11452,2020-11-25,12:32:31.261,2020-11-25 12:32:31,SELECT,4.084,OK,0.16835735645005367,0.4176296144800082,0
23,prueba,cesar,192.168.1.62,11452,2020-11-25,12:32:31.337,2020-11-25 12:32:31,SELECT,0.938,OK,0.16835921136934695,0.09591982820329277,0
24,prueba,cesar,192.168.1.62,11452,2020-11-25,12:32:31.367,2020-11-25 12:32:31,SELECT,0.725,OK,0.16835994357433137,0.07413845996523162,0
25,prueba,cesar,192.168.1.62,11452,2020-11-25,12:32:31.396,2020-11-25 12:32:31,idle,0.0,OK,0.1683606513724828,0.0,0
26,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.397,2020-11-25 12:33:31,,0.0,OK,0.16982508574791566,0.0,0
27,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.473,2020-11-25 12:33:31,authentication,0.0,OK,0.16982694066720916,0.0,0
28,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.504,2020-11-25 12:33:31,SET,0.223,OK,0.16982769727902614,0.022803967685857452,0
29,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.536,2020-11-25 12:33:31,SELECT,1.683,OK,0.1698284782976761,0.172103487064117,0
30,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.568,2020-11-25 12:33:31,SELECT,2.758,OK,0.1698292593163261,0.28203292770221905,0
31,prueba,cesar,192.168.1.62,11457,2020-11-25,12:34:32.387,2020-11-25 12:34:32,SELECT,2.273,OK,0.17131365848099722,0.2324368544840986,0
32,prueba,cesar,192.168.1.62,11457,2020-11-25,12:34:32.416,2020-11-25 12:34:32,idle,0.0,OK,0.17131436627914887,0.0,0
33,prueba,cesar,192.168.1.62,11458,2020-11-25,12:34:32.417,2020-11-25 12:34:32,,0.0,OK,0.17131439068598164,0.0,0
34,prueba,cesar,192.168.1.62,11458,2020-11-25,12:34:32.494,2020-11-25 12:34:32,authentication,0.0,OK,0.17131627001210814,0.0,0
35,prueba,cesar,192.168.1.62,11458,2020-11-25,12:35:32.524,2020-11-25 12:35:32,SET,0.173,OK,0.1727814121856922,0.017690970446875957,0
36,prueba,cesar,192.168.1.62,11458,2020-11-25,12:35:32.557,2020-11-25 12:35:32,SELECT,2.178,OK,0.17278221761117496,0.22272215973003376,0
37,prueba,cesar,192.168.1.62,11458,2020-11-25,12:35:32.590,2020-11-25 12:35:32,SELECT,4.621,OK,0.1727830230366577,0.47254320482666945,1
38,prueba,cesar,192.168.1.62,11458,2020-11-25,12:35:32.664,2020-11-25 12:35:32,SELECT,0.686,OK,0.17278482914228566,0.07015032211882606,0
39,prueba,cesar,192.168.1.62,11458,2020-11-25,12:36:32.694,2020-11-25 12:36:32,SELECT,1.102,OK,0.17424997131586972,0.11269045914715208,1
40,prueba,cesar,192.168.1.62,11458,2020-11-25,12:36:32.724,2020-11-25 12:36:32,idle,0.0,OK,0.17425070352085414,0.0,0
41,prueba,cesar,192.168.1.62,11461,2020-11-25,12:36:32.786,2020-11-25 12:36:32,,0.0,OK,0.1742522167444881,0.0,0
42,prueba,cesar,192.168.1.62,11461,2020-11-25,12:36:32.861,2020-11-25 12:36:32,authentication,0.0,OK,0.17425404725694904,0.0,0
43,prueba,cesar,192.168.1.62,11461,2020-11-25,12:36:32.892,2020-11-25 12:36:32,SET,0.229,OK,0.17425480386876602,0.02341752735453523,0
44,prueba,cesar,192.168.1.62,11461,2020-11-25,12:37:32.925,2020-11-25 12:37:32,SELECT,2.231,OK,0.17572001926284864,0.22814193680335412,0
45,prueba,cesar,192.168.1.62,11461,2020-11-25,12:37:32.958,2020-11-25 12:37:32,SELECT,4.443,OK,0.1757208246883316,0.45434093465589526,0
46,prueba,cesar,192.168.1.62,12588,2020-11-25,12:37:35.874,2020-11-25 12:37:35,SELECT,0.488,OK,0.1757919950128054,0.04990285305245935,0
47,prueba,cesar,192.168.1.62,12588,2020-11-25,12:37:35.905,2020-11-25 12:37:35,idle,0.0,OK,0.1757927516246226,0.0,0
48,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.546,2020-11-25 12:27:44,,0.0,OK,0.1774680610355336,0.0,0
49,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.624,2020-11-25 12:38:44,authentication,0.0,OK,0.17746996476849286,0.0,0
50,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.654,2020-11-25 12:38:44,SET,0.378,OK,0.17747069697347706,0.03865425912670008,0
51,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.685,2020-11-25 12:38:44,SELECT,2.19,OK,0.17747145358529426,0.22394927906738932,0
52,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.717,2020-11-25 12:38:44,SELECT,2.671,OK,0.17747223460394423,0.27313631250639125,0
53,prueba,cesar,192.168.1.62,12610,2020-11-25,12:39:44.808,2020-11-25 12:39:44,SELECT,1.597,OK,0.1789388655943297,0.16330913181306883,0
54,prueba,cesar,192.168.1.62,12610,2020-11-25,12:39:44.839,2020-11-25 12:39:44,SELECT,1.906,OK,0.17893962220614668,0.19490745474997442,0
55,prueba,cesar,192.168.1.62,12610,2020-11-25,12:39:44.872,2020-11-25 12:39:44,SELECT,4.015,OK,0.17894042763162965,0.41057367829021374,0
56,prueba,cesar,192.168.1.62,12610,2020-11-25,12:39:44.899,2020-11-25 12:39:44,SELECT,1.369,OK,0.17894108661611552,0.13999386440331324,1
57,prueba,cesar,192.168.1.62,12610,2020-11-25,12:40:44.929,2020-11-25 12:40:44,SELECT,0.59,OK,0.18040622878969959,0.06033336741998159,0
58,prueba,cesar,192.168.1.62,12610,2020-11-25,12:40:44.960,2020-11-25 12:40:44,SELECT,0.871,OK,0.18040698540151678,0.08906841190305757,0
59,prueba,cesar,192.168.1.62,12610,2020-11-25,12:40:44.990,2020-11-25 12:40:44,SELECT,0.845,OK,0.18040771760650098,0.0864096533387872,0
60,prueba,cesar,192.168.1.62,12610,2020-11-25,12:40:45.428,2020-11-25 12:40:44,SELECT,8.591,OK,0.18041840779927176,0.8785151856017998,1
61,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:45.817,2020-11-25 12:41:44,SELECT,3.834,OK,0.18189231202583478,0.39206462828510075,0
62,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.217,2020-11-25 12:41:44,SELECT,0.535,OK,0.1819020747589587,0.05470907045710196,0
63,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.248,2020-11-25 12:41:44,SELECT,0.447,OK,0.18190283137077567,0.045710195316494534,0
64,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.279,2020-11-25 12:41:44,SELECT,0.686,OK,0.18190358798259287,0.07015032211882606,0
65,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.308,2020-11-25 12:41:44,SELECT,0.533,OK,0.18190429578074452,0.0545045505675427,0
66,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.340,2020-11-25 12:41:44,idle,0.0,OK,0.1819050767993945,0.0,0
67,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:52.881,2020-11-25 12:27:52,,0.0,OK,0.1835291318614044,0.0,0
68,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:52.959,2020-11-25 12:42:52,authentication,0.0,OK,0.18353103559436368,0.0,0
69,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:52.989,2020-11-25 12:42:52,SET,0.262,OK,0.18353176779934788,0.026792105532263015,0
70,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:53.022,2020-11-25 12:42:52,SELECT,1.843,OK,0.18353257322483063,0.18846507822885777,0
71,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:53.055,2020-11-25 12:42:52,SELECT,4.449,OK,0.18353337865031338,0.4549544943245731,1
72,prueba,cesar,192.168.1.62,12627,2020-11-25,12:43:53.144,2020-11-25 12:43:52,SELECT,1.834,OK,0.1849999608270333,0.1875447387258411,0
73,prueba,cesar,192.168.1.62,12627,2020-11-25,12:43:53.175,2020-11-25 12:43:52,SELECT,2.348,OK,0.1850007174388505,0.2401063503425708,0
74,prueba,cesar,192.168.1.62,12627,2020-11-25,12:43:53.207,2020-11-25 12:43:52,SELECT,3.412,OK,0.18500149845750047,0.34891093158809694,1
75,prueba,cesar,192.168.1.62,12627,2020-11-25,12:43:53.235,2020-11-25 12:43:52,SELECT,1.518,OK,0.1850021818488191,0.15523059617547807,0
76,prueba,cesar,192.168.1.62,12627,2020-11-25,12:44:53.265,2020-11-25 12:44:52,SELECT,0.391,OK,0.18646732402240318,0.039983638408835266,0
77,prueba,cesar,192.168.1.62,12627,2020-11-25,12:44:53.294,2020-11-25 12:44:52,SELECT,0.925,OK,0.1864680318205546,0.09459044892115759,0
78,prueba,cesar,192.168.1.62,12627,2020-11-25,12:44:53.325,2020-11-25 12:44:52,SELECT,0.376,OK,0.1864687884323718,0.03844973923714082,0
79,prueba,cesar,192.168.1.62,12627,2020-11-25,12:44:53.416,2020-11-25 12:44:52,SELECT,0.52,OK,0.18647100945415762,0.05317517128540751,0
80,prueba,cesar,192.168.1.62,12627,2020-11-25,12:45:53.446,2020-11-25 12:44:52,SELECT,0.382,OK,0.1879361516277417,0.0390632989058186,0
81,prueba,cesar,192.168.1.62,12627,2020-11-25,12:45:53.478,2020-11-25 12:45:52,idle,0.0,OK,0.18793693264639166,0.0,0
82,prueba,karen,192.168.1.62,12636,2020-11-25,12:45:56.437,2020-11-25 12:45:56,,0.0,OK,0.18800915246467642,0.0,0
83,prueba,karen,192.168.1.79,12636,2020-11-25,12:45:56.506,2020-11-25 12:45:56,authentication,0.0,OK,0.18801083653614026,0.0,0
84,prueba,karen,192.168.1.79,12636,2020-11-25,12:46:56.538,2020-11-25 12:46:56,SET,0.216,OK,0.1894760275233901,0.022088148072400043,0
85,prueba,karen,192.168.1.79,12636,2020-11-25,12:46:56.570,2020-11-25 12:46:56,SELECT,1.885,OK,0.18947680854203985,0.19275999590960222,0
86,prueba,karen,192.168.1.79,12636,2020-11-25,12:46:56.601,2020-11-25 12:47:56,SELECT,3.462,OK,0.18947756515385705,0.35402392882707845,1
87,prueba,karen,192.168.1.79,12636,2020-11-25,12:47:56.675,2020-11-25 12:47:56,SET,0.09,OK,0.19094378122808486,0.009203395030166683,0
88,prueba,karen,192.168.1.79,12636,2020-11-25,12:47:56.706,2020-11-25 12:47:56,SELECT,1.935,OK,0.19094453783990206,0.19787299314858373,0
89,prueba,karen,192.168.1.79,12636,2020-11-25,12:47:56.736,2020-11-25 12:47:56,SELECT,0.487,OK,0.19094527004488648,0.04980059310767972,0
90,prueba,karen,192.168.1.79,10028,2020-11-25,12:48:14.071,2020-11-25 12:48:13,authentication,0.0,OK,0.19136836249164768,0.0,0
91,prueba,karen,192.168.1.79,10028,2020-11-25,12:48:14.102,2020-11-25 12:48:13,SET,0.171,OK,0.19136911910346488,0.0174864505573167,0
92,prueba,karen,192.168.1.79,10028,2020-11-25,12:48:14.134,2020-11-25 12:48:13,SELECT,1.712,OK,0.19136990012211486,0.17506902546272626,0
93,prueba,karen,192.168.1.79,10028,2020-11-25,12:48:14.165,2020-11-25 12:48:13,SELECT,2.603,OK,0.19137065673393183,0.26618263626137645,0
94,prueba,karen,192.168.1.79,10024,2020-11-25,12:49:13.358,2020-11-25 12:49:13,idle,0.0,OK,0.19281537038845398,0.0,0
95,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.417,2020-11-25 12:49:13,authentication,0.0,OK,0.19281681039158982,0.0,0
96,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.449,2020-11-25 12:49:13,SET,0.213,OK,0.1928175914102398,0.021781368238061153,0
97,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.481,2020-11-25 12:49:13,SELECT,2.259,OK,0.19281837242888955,0.23100521525718376,0
98,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.513,2020-11-25 12:49:13,SELECT,3.893,OK,0.19281915344753975,0.3980979650270989,0
99,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.587,2020-11-25 12:49:13,SELECT,0.879,OK,0.19282095955316747,0.08988649146129461,0
100,prueba,karen,192.168.1.79,10025,2020-11-25,12:50:13.618,2020-11-25 12:50:13,SELECT,0.957,OK,0.19428612613358454,0.09786276715410573,0
101,prueba,karen,192.168.1.79,10025,2020-11-25,12:50:13.647,2020-11-25 12:50:13,idle,0.0,OK,0.19428683393173596,0.0,0
102,prueba,karen,192.168.1.79,10021,2020-11-25,12:50:13.098,2020-11-25 12:50:12,idle,0.0,OK,0.19427343458052337,0.0,0
103,prueba,karen,192.168.1.79,10024,2020-11-25,12:50:13.158,2020-11-25 12:50:13,authentication,0.0,OK,0.194274898990492,0.0,0
104,prueba,karen,192.168.1.79,10024,2020-11-25,12:51:13.188,2020-11-25 12:51:13,SET,0.17,OK,0.19574004116407606,0.01738419061253707,0
105,prueba,karen,192.168.1.79,10024,2020-11-25,12:51:13.220,2020-11-25 12:51:13,SELECT,1.681,OK,0.19574082218272604,0.17189896717455774,0
106,prueba,karen,192.168.1.79,10024,2020-11-25,12:51:13.252,2020-11-25 12:51:13,SELECT,3.22,OK,0.1957416032013758,0.32927702219040805,1
107,prueba,karen,192.168.1.79,10024,2020-11-25,12:51:13.327,2020-11-25 12:51:13,SELECT,0.708,OK,0.19574343371383673,0.0724000409039779,0
108,prueba,karen,192.168.1.79,10028,2020-11-25,12:52:14.302,2020-11-25 12:52:13,SELECT,1.102,OK,0.19723164034442642,0.11269045914715208,0
109,prueba,karen,192.168.1.79,10028,2020-11-25,12:52:14.332,2020-11-25 12:52:13,idle,0.0,OK,0.19723237254941062,0.0,0
110,prueba,karen,192.168.1.79,10047,2020-11-25,12:52:23.474,2020-11-25 12:52:23,authentication,0.0,OK,0.1974554998149597,0.0,0
111,prueba,karen,192.168.1.79,10047,2020-11-25,12:52:23.503,2020-11-25 12:52:23,SET,0.186,OK,0.1974562076131111,0.019020349729011145,0
112,prueba,karen,192.168.1.79,10047,2020-11-25,12:52:23.536,2020-11-25 12:52:23,SELECT,1.688,OK,0.19745701303859386,0.17261478678801515,0
113,prueba,karen,192.168.1.79,10047,2020-11-25,12:53:23.567,2020-11-25 12:53:23,SELECT,2.789,OK,0.1989221796190107,0.28520298599038757,1
114,prueba,karen,192.168.1.79,10047,2020-11-25,12:53:23.660,2020-11-25 12:53:23,SELECT,1.726,OK,0.19892444945446208,0.17650066468964107,0
115,prueba,karen,192.168.1.79,10047,2020-11-25,12:53:25.885,2020-11-25 12:53:23,SELECT,0.454,OK,0.19897875465746429,0.04642601492995194,0
116,prueba,karen,192.168.1.79,10047,2020-11-25,12:53:25.916,2020-11-25 12:53:23,SELECT,0.585,OK,0.19897951126928148,0.05982206769608344,0
117,prueba,karen,192.168.1.79,10047,2020-11-25,12:54:25.945,2020-11-25 12:54:23,SELECT,0.533,OK,0.20044462903603277,0.0545045505675427,0
118,prueba,karen,192.168.1.79,10047,2020-11-25,12:54:25.976,2020-11-25 12:54:23,idle,0.0,OK,0.20044538564784997,0.0,0
119,prueba,karen,192.168.1.79,10079,2020-11-25,12:54:37.117,2020-11-25 12:54:37,,0.0,OK,0.2007173021721863,0.0,0
120,prueba,karen,192.168.1.79,10079,2020-11-25,12:54:37.191,2020-11-25 12:54:37,authentication,0.0,OK,0.20071910827781425,0.0,0
121,prueba,karen,192.168.1.79,10079,2020-11-25,12:55:37.223,2020-11-25 12:55:37,SET,0.208,OK,0.20218429926506387,0.021270068514163003,0
122,prueba,karen,192.168.1.79,10079,2020-11-25,12:55:37.255,2020-11-25 12:55:37,SELECT,2.339,OK,0.20218508028371385,0.23918601083955415,0
123,prueba,karen,192.168.1.79,10079,2020-11-25,12:55:37.287,2020-11-25 12:55:37,SELECT,4.376,OK,0.20218586130236382,0.44748951835566014,1
124,prueba,karen,192.168.1.79,10079,2020-11-25,12:55:37.378,2020-11-25 12:55:37,SELECT,2.125,OK,0.20218808232414942,0.21730238265671337,0
125,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.442,2020-11-25 12:56:37,SELECT,4.818,OK,0.20365405433004924,0.49268841394825647,1
126,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.469,2020-11-25 12:56:37,SELECT,1.212,OK,0.2036547133145351,0.12393905307291134,0
127,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.498,2020-11-25 12:56:37,SELECT,0.298,OK,0.20365542111268653,0.030473463544329685,0
128,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.529,2020-11-25 12:56:37,SELECT,0.915,OK,0.20365617772450373,0.09356784947336129,0
129,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.590,2020-11-25 12:56:37,SELECT,0.734,OK,0.20365766654130513,0.07505879946824828,0
